Valores
538096
569832
537742
499066
507208
591468
622655
598850
476002
570143
594999
599076
591388
570382
499118
560134
598824
538203
598826
570075
529222
528683
631000
468933
507204
506913
507443
482007
507348
470302
622365
570121
569929
529331
468772
478067
627218
475945
636197
475433
507016
596642
538026
630764
569855
592332
569880
569623
538389
500967
570250
499000
506980
569748
475196
598442
507630
503474
528327
598711
478079
598548
478855
598232
570423
478001
622183
507309
529261
468939
528322
631264
501057
560195
598641
506984
506986
598497
622304
479553
631036
537271
569845
538257
537683
537337
622261
476053
507464
598305
633687
631248
537334
475957
470332
570549
507401
599123
503416
599019
506974
631495
631526
537775
538121
507771
476060
598812
475675
507391
507521
498983
476050
598433
476214
507180
588117
606642
473861
537555
591340
476004
507147
570311
502753
569788
507479
632756
570609
569677
475131
498743
478061
530798
503487
537636
598677
622387
565297
508894
568644
538323
633502
598688
631461
508274
631450
507549
537823
476008
554831
598551
560271
537672
499072
528764
476192
527496
538110
630781
569691
537194
570177
631291
594962
598620
537606
507606
630971
647688
598472
631473
475166
482032
633733
631174
591271
565269
569751
538149
498724
538176
598577
561238
570349
501022
538384
537548
565311
622383
600981
507051
650114
507702
475178
630897
570304
633493
476233
598419
622372
599118
475996
570176
631108
631410
600843
538580
468938
507598
478302
476237
561195
478051
631399
538123
538589
507066
631041
570251
598350
509878
526513
569966
477917
537590
507250
507694
594976
600926
631502
631246
622924
537739
499105
538228
475401
507553
606647
569646
537776
631113
633593
507137
630961
570396
538101
598837
537498
569715
477922
538198
528287
507384
537503
476040
541442
475293
622311
569627
475303
537645
508892
598819
477658
570378
598323
627230
507257
501059
630843
600871
538028
528740
633748
560234
538034
475974
598321
476157
476018
538364
569860
478739
473889
598918
475228
537639
603165
631096
561223
499247
631309
570591
537603
569668
598978
603159
599698
539916
596625
507373
594964
631510
591440
601006
478260
507282
468753
538292
507043
528654
599050
507857
633727
631318
599170
537307
631236
528695
633747
631158
570430
631056
476180
599082
627198
528773
507018
569875
469398
603156
600838
591297
594985
627197
503463
632761
570414
473859
591276
598306
498742
570471
507403
631336
630919
476104
469061
476066
631446
569882
631093
506910
530805
469037
507115
570291
537364
570302
570531
619974
476298
493670
575673
601695
470349
598456
476062
598298
477997
598308
478075
633535
561283
600832
595141
631110
507242
537595
627184
528313
592542
601509
569741
630976
570810
631442
569632
569724
570084
591349
530340
537490
598805
501008
569823
596350
570446
507526
506917
475392
476211
570575
591473
598775
507296
599069
473882
475206
538172
631228
501081
622358
619971
507758
598776
602766
478151
475221
570424
598630
622337
598952
600816
539038
585743
506950
575775
598336
600957
591294
478255
539926
569924
631358
468929
622223
507273
591325
631320
596624
537515
599706
500319
631614
572199
598237
561228
507799
537820
615670
618624
598884
600978
631493
538214
606648
598236
633557
598934
601689
506948
569768
499097
631466
540565
633488
594957
622356
537755
507340
538207
507237
631497
507218
538577
529366
477995
569911
630768
539188
527497
631474
622228
598355
538381
475509
633676
507232
475195
476022
477915
630780
529256
476271
469019
507059
537693
598813
538139
587533
570358
570619
498970
570478
528700
507634
591445
622351
631457
539931
478091
619977
476227
630995
499002
499024
630925
537342
590513
538127
529339
631265
598296
631739
601508
528717
499284
653775
622353
560108
538363
628620
598463
570085
598333
507107
631796
507119
476116
501027
568624
507848
499028
507837
630830
570567
481995
598875
622217
631135
525147
633657
476134
507022
591288
594970
592309
598475
570808
527515
468897
538025
475357
633722
501078
538115
592341
507120
476125
630889
627216
507052
630956
598725
507554
476094
476067
507102
598820
631163
600885
537753
539040
537650
630948
473852
569652
569853
570271
560229
561265
529324
475246
499251
475164
506995
569973
537839
591261
630992
475253
470408
565299
631250
537491
570263
651924
475417
591265
631759
475217
537081
511035
537511
561167
530315
539071
476274
539007
569678
570612
601857
507095
507216
631154
570351
593267
537778
598994
476260
475120
507484
631428
507006
560159
570432
576543
622350
568625
537668
478133
507412
596356
530729
599155
507393
537328
570260
570136
560235
538069
596634
622369
569804
507448
537848
507619
478145
569684
538236
532977
591442
631424
569727
600968
507386
560119
507217
506923
476119
570338
503456
478084
570617
598314
500348
568510
630878
567466
530809
506941
537562
537593
509340
598576
570127
570148
598250
618591
631409
570199
538348
619968
509344
591296
507520
537810
538243
631289
631477
538259
631157
569621
476293
598533
594736
537837
507164
507595
476179
478046
631387
630884
631164
507326
469424
473867
507141
475136
499021
511436
507731
507510
598904
537585
570610
507142
507543
559614
631224
632744
537506
569618
507696
501001
570373
598839
572284
507858
506928
530314
596381
476036
538274
631383
570207
478706
631166
569921
592302
560206
598698
537714
631116
598817
569953
537840
569629
560222
527519
621478
570435
631361
475938
499163
507020
507112
601680
561197
598556
618589
598409
633744
633566
585746
598545
633539
475159
595130
570219
598869
591394
575932
506934
630909
537261
528714
570292
507253
630984
507693
530751
636188
474804
569840
475137
599141
538222
507564
631668
599039
631189
560106
475677
526514
627231
598800
468960
506908
529274
537529
598740
600897
503459
476154
598580
569908
468879
560116
538983
622687
631522
537488
570456
631124
477908
569701
598400
591431
530333
538399
475106
475356
560247
476232
631089
477911
569737
468914
507585
622174
538393
631080
538340
569693
594988
468930
631790
631367
507297
468967
569892
530754
627207
600845
507317
529307
598357
538081
631784
599711
528715
633520
468913
570333
538367
507263
559607
598398
631043
475172
476027
475960
633495
507662
476285
538205
563204
567427
591474
506979
569671
507227
596367
592315
570454
582773
507271
631127
537787
591429
507451
507860
599176
631070
598871
498287
507690
529326
631434
538186
511450
479557
630959
473896
570289
651936
619986
538350
477656
470354
601673
598697
598284
478713
600995
538046
475317
537794
540078
507649
537704
501000
539005
631353
595136
570504
622661
631525
630853
520832
633517
591420
569728
501031
598279
537738
631386
598693
478322
603147
598912
476279
475097
537065
537507
530324
599099
591254
631672
570427
565303
598509
507434
630784
651926
563205
528627
598719
631285
567454
591266
537630
499129
475967
477974
506960
570274
598926
570094
560207
598759
537250
598750
569675
615680
530791
538233
598408
507108
478714
537782
507228
499099
475399
507509
569690
622236
537235
475163
538990
560184
596645
526957
619896
469452
631480
631066
475942
569815
630965
499051
570221
538333
569650
631206
530774
529247
620064
598757
631020
591404
537537
632753
627196
570838
569755
598417
619976
598705
569641
538219
591303
598335
631007
469413
537542
631689
468761
537692
560122
507610
598524
570426
537799
476205
475347
507065
569770
598767
507048
631471
594981
570605
570146
475220
631005
475451
475436
570455
598489
570413
475204
598449
560276
493700
636906
537687
631212
567444
537572
569639
538380
633649
469069
598480
475184
471142
528330
622321
651844
475121
476133
499223
598486
631065
598956
475114
476164
598834
476165
622256
560227
475211
570444
557055
627242
475927
538196
570525
537746
475674
475669
600273
631279
631015
622258
507148
478709
496645
622266
592301
538250
598933
618626
560237
475201
498976
538320
506961
528278
475327
591326
538246
630970
530843
507128
598741
631023
538237
537494
537661
468880
537317
627220
468906
598777
475427
478146
475295
537076
598268
569808
631244
538396
507886
468969
507287
476185
598537
600880
539917
508902
507602
471170
598235
569738
621632
469024
598512
538124
570181
601677
622685
598479
475428
587507
539336
633723
528294
528731
630940
469407
478032
598257
538352
591401
598239
507704
475941
570246
532784
598330
598342
598964
501037
631121
631184
598536
560125
591393
598282
537642
631269
528774
510171
537621
570081
506972
537190
507321
503455
591423
507135
598872
503458
590000
468769
591450
622281
557332
474974
538199
636898
529220
631125
537069
475094
569722
570256
507187
538297
598544
633561
538335
601683
569862
507146
538309
468778
631371
537697
598982
622328
474984
631293
570270
476241
633612
502354
596615
540116
475982
507058
538240
468923
590511
507442
598915
538275
528616
569685
506930
636190
528728
599133
631241
570440
499045
475445
636199
499074
570174
598389
507070
565280
631223
537204
507599
507042
569841
636907
475955
469062
598842
475249
507110
506912
570483
474975
537819
537764
539112
598674
476215
475672
570835
537534
501038
475283
475241
631175
478042
560104
507588
622309
537702
507506
500993
570325
598734
478256
476105
528713
622325
569918
507256
631429
569962
499039
606652
476254
560208
470404
538593
570377
631329
469043
507627
598262
537571
469073
600903
560211
598328
509880
630983
507349
618629
471143
598983
528626
476038
622234
622323
591283
559560
476126
570197
570095
538174
615672
630920
598785
598391
600961
478321
631037
473876
529265
631452
475247
507053
475113
601675
475087
622378
469396
598374
569835
507092
476044
598508
631077
476070
561179
598285
569631
538365
622401
631011
507332
601859
470409
591428
570540
631398
507274
538129
569637
561168
507246
506916
507173
598602
560260
507241
507560
478304
557733
476080
598370
476272
598616
538177
598278
592311
537699
647687
507345
529301
537737
631239
507525
529251
500924
507114
569662
628622
600891
508264
508267
475143
538060
570216
633416
468902
528277
525590
509884
559581
570167
631038
622343
559596
537733
507177
468900
632952
520826
665264
631013
537832
507542
507247
468740
631215
507701
538241
537522
509882
631203
598601
569894
591418
598379
475966
539920
569795
476158
633681
631177
509731
598591
529249
570451
477981
622182
476167
476124
631332
476300
587495
470374
599134
569688
475939
630886
528328
598326
598905
507331
598629
570159
570447
471171
569697
473464
601702
591430
631044
538094
507478
468887
633549
538282
570242
538351
537632
539191
599156
594998
538197
506963
598914
538230
475305
496647
506927
596907
538213
559588
537610
537846
538349
507411
598678
537088
538118
469405
507243
598854
529332
598269
537666
473895
507272
622282
507656
475103
630837
476296
599083
538286
537558
528629
475931
538076
569888
476014
567443
630786
475147
476063
537078
598378
622357
602627
468881
570314
499217
538202
539184
631494
540119
636201
560197
570308
475127
475673
538185
538142
570315
528609
499089
499042
631366
598755
585750
475229
598421
633418
557962
569687
570596
631042
622301
507055
561208
476264
570142
602624
557644
481993
475354
554825
507514
569814
598242
498269
631757
537584
636183
507846
622348
530732
594993
554822
560266
569781
475940
560110
478049
570238
598465
559603
537780
475202
570400
631327
499088
594963
633468
501012
631407
537601
622245
471139
585748
585754
599177
631115
622287
538226
537849
598821
468944
560203
537713
499031
530793
537828
468925
654296
598753
631111
630799
598788
570224
598518
507266
529336
560169
598438
537652
598570
595134
595000
602623
541447
538099
599049
476058
499252
507202
630859
598334
596379
476024
476107
538590
619972
598467
596487
507616
585758
492112
507281
473462
477913
476156
598648
631496
538134
538361
499228
497123
600942
537807
631422
631374
539341
631337
600877
537736
475932
569780
598439
598676
598742
569861
475438
631082
540109
569614
507792
475197
631152
476150
538251
538576
529242
598273
606643
570417
507678
470357
591476
478052
628621
507536
570309
598906
598589
538138
476086
476172
633756
569731
598894
622334
507695
528611
647695
567433
568544
633752
528281
529238
594995
477921
598911
594972
476161
538210
631100
528320
598266
475412
627225
631026
499101
468886
507468
499119
627215
591407
631205
622363
570098
498974
622390
507158
499085
627199
598797
526324
507633
478117
598428
507558
570152
598965
538201
560173
598791
606639
592344
570155
598838
500322
475403
561190
598738
598729
475272
598845
622650
476003
606638
476177
525134
598730
598448
528762
598623
537616
525588
600844
570406
603149
570244
538133
568511
569850
598487
631095
509335
499261
507293
507172
538040
560191
570235
538369
506936
507258
591392
538987
570330
598696
559565
507522
507648
537633
507840
570183
598592
632954
591339
591346
520830
506977
570487
498716
475972
570410
630817
507394
581764
538053
570225
507546
598455
636903
570113
538200
601704
538342
469013
476148
507089
537800
631475
507548
633589
631455
477916
630841
537295
631078
569974
560148
569954
570227
476020
598492
631210
477983
470406
598843
498992
630862
528771
560129
507160
476073
631684
630929
507077
557735
570334
598241
475133
476088
475364
560092
498705
475335
599032
507088
507492
478081
476048
507406
530698
598718
507499
598287
591302
622305
511446
538190
468771
470337
601679
621633
507446
569923
598647
560190
537544
565270
560278
589239
631379
631019
598385
598835
592326
630770
507570
507460
600905
537497
511465
598329
630863
569790
601854
537501
509332
537609
539097
471154
596388
591419
647691
507387
537509
498987
468768
469039
622641
570280
570387
537671
478303
598981
476261
530831
507666
475334
630968
526511
476195
570275
476202
559589
630807
507285
501073
587530
530775
537201
537833
630977
476238
631338
538171
598754
598597
471167
630869
627188
507462
561218
591284
631231
574981
507456
509803
530350
598832
507344
530711
633673
475339
569779
478115
631298
525592
539189
598691
538326
537264
631208
478325
507413
538151
592300
570369
631364
537726
538383
509112
570117
570840
500996
473869
599022
598563
475345
596355
507284
651921
570198
596366
570202
630935
478043
559585
499104
570282
630773
561306
478005
507653
526515
565262
507040
538353
475225
507454
631018
537842
622279
476079
622306
622377
475185
468885
628613
499019
476230
508273
508901
606653
537825
599016
469439
570236
600858
473487
560138
538299
630893
507073
630852
507689
507748
475421
569825
476273
538261
475168
570248
591438
538160
507810
631138
570211
598302
537626
570284
630776
600828
598721
476223
538285
594960
499100
560241
622262
569725
507123
570239
598913
630993
554819
598809
559608
630951
598866
496651
476122
507021
507001
598728
469034
569769
478114
538089
598840
475985
478136
599061
650109
475107
569630
528699
477964
564573
598654
507609
631518
570106
530325
501046
499109
575774
507104
598702
503447
598656
507828
538306
511422
600865
569927
468752
470334
475372
537703
598520
592334
528777
554817
631519
537587
507229
631322
569642
568541
475981
528735
478092
537723
569764
622646
507183
528639
499263
537734
598482
507587
622194
598481
530844
538284
539072
507728
569906
569762
569969
537518
498268
595012
627212
537651
631201
560194
596383
568656
559587
631039
594975
570218
506945
537768
631218
507523
622249
598856
599150
507205
570078
569028
591383
569765
570404
529327
507061
475289
570168
475415
602632
631105
622344
528610
559599
598557
591291
537783
475949
507005
501034
598704
570112
585755
569982
569709
630963
630831
570164
537758
476257
507215
631171
537575
631153
592911
507400
538112
622316
478086
585753
575920
619979
475453
627206
468722
468890
631665
474991
506998
475664
507463
595001
622276
570360
598245
475435
598585
633639
481989
560166
537608
598558
475039
559612
507174
598930
598703
631112
622385
537504
476299
630873
570163
570092
529305
507409
598877
537707
475947
598675
630930
569859
569703
528766
537743
507324
598286
598542
469047
473897
476145
507150
588123
529230
538061
598865
568629
563206
598990
630787
530788
603162
598864
528625
630856
631251
507550
507390
507255
628646
630792
630829
576544
636207
507566
537500
482014
560209
569667
473860
598529
598386
527542
598967
509117
538144
598247
622373
468776
585745
631141
528778
475380
507203
507594
499001
476139
569972
631139
569743
633489
539096
509334
570539
598846
509883
598464
468952
599095
595003
474993
475259
570834
588108
601682
477962
478715
538330
469445
599179
630877
468937
507638
476012
469401
538062
537614
570209
507705
538132
537786
507197
538032
468912
468962
627200
628633
598715
499073
475390
530737
632757
475085
591324
507316
507212
507080
475994
650112
507615
529268
475424
598459
507537
630800
475218
507079
537482
598248
633650
570109
570243
499041
598876
570566
475084
474979
528300
600971
591386
538981
570341
599147
598985
538088
559577
528621
631464
570090
507093
537303
631165
475442
476251
575015
528730
633570
538392
631054
538272
538164
499070
538170
476011
508262
507426
537479
633417
570233
499110
569837
476131
631140
633658
598304
619894
497558
570342
507485
598399
529275
537508
530691
622263
633378
570178
537075
631240
537708
475271
561258
468765
475320
570517
622338
469044
507692
478002
631286
537678
507739
636192
560140
630947
539098
570805
538065
570550
476208
631305
474980
475961
599041
632961
631129
598554
622224
599110
630966
598896
633531
475946
570516
526323
631523
569635
475122
630797
631076
598381
598513
598852
498714
602631
537835
468891
570441
599025
477994
507862
598561
569655
575674
569839
603161
561299
570108
628624
475096
537741
569784
570269
475296
537684
538030
592296
570499
528750
598447
631454
570837
537493
569883
633633
599163
507166
528705
631247
538044
507561
537596
507028
476055
598874
570474
475145
507417
507790
631123
537685
537197
599174
569760
468919
476244
530776
570486
599062
570153
600927
554826
630997
475324
469409
469059
563207
568628
561246
528275
630924
498745
507540
537598
475269
631705
476109
631427
569917
569968
570621
565285
598446
570278
632762
473854
538303
539002
559613
602748
501026
482013
598882
598368
569797
507589
622653
598633
525589
537549
627180
633613
631083
475144
529226
529341
598587
475111
475988
507354
507699
598626
598732
506957
570347
470339
559610
601712
560189
538047
591467
565283
630771
598420
568537
569879
598240
468908
537476
507389
598975
538225
478258
506944
598760
631359
538345
569612
538070
631779
478060
622324
631372
570466
506925
507283
622200
475404
478095
599127
569848
598353
475313
499065
507541
631370
631334
500353
474989
560142
598311
560264
622374
630883
622647
537812
509342
631640
468927
499202
475161
475207
596488
598458
569806
570327
569750
559567
633619
537236
509881
499035
569720
598382
631227
591263
506918
569702
630908
633743
630934
506962
598425
630978
627235
570437
528282
507182
538583
507761
537225
498729
499266
507559
622312
606645
598495
528712
636910
476281
539186
506938
559574
476301
507535
471152
538143
569903
631391
631417
537489
500344
499239
631351
499244
570200
475358
507539
622191
473873
622192
478071
631479
509856
589238
475676
507261
538287
631463
478134
606650
475315
622278
478734
537532
507343
619981
476082
598300
636191
569732
622630
599700
570150
630894
475362
630942
606644
507352
507775
631003
601855
598726
599091
476276
574894
569729
569980
476277
538294
507781
538338
537772
503422
592353
598522
476010
622664
475237
539924
598578
510165
591311
569987
476052
506966
570438
585749
476054
630895
553337
598637
507121
507037
633751
528284
470393
631441
598521
476283
528335
570145
537604
598980
538146
506942
569816
538049
631262
598823
478047
507532
559571
592327
570370
598474
570385
509879
631194
537759
594984
501635
598653
538307
570415
507286
598384
501080
598752
570080
570622
538584
528301
537284
530730
538368
476043
507531
630953
599120
507786
631297
538280
569648
632957
499204
529241
540106
630766
569898
537269
530813
598377
622330
627208
470355
476098
598290
598505
631319
631513
630844
631403
498972
537586
570381
537313
570476
599116
588093
591384
528307
507773
469417
507029
493699
598665
537675
507642
475394
507036
633631
569950
622346
557725
591433
602630
537074
476203
591318
476297
598768
508270
538358
598276
538122
598638
537798
538372
469395
622364
475408
478711
526325
631130
478124
585757
537760
499120
471259
476188
631237
475351
539928
631418
476068
587522
598502
499262
598229
568536
477975
560201
478704
560105
570409
476111
507395
570448
469410
475104
506985
598568
598762
570475
598369
507140
591345
567952
570630
592357
469046
538056
561239
631016
572817
537083
630860
538382
598267
475212
569866
598667
507427
509336
475311
528641
538067
475203
537665
598631
560181
507191
631220
509802
631008
630896
538244
598992
598484
